model,market,calendar_week,week_start_date,demand_units
Civic,Netherlands,0,2026-08-10,40
Civic,Belgium,0,2026-08-10,33
Civic,Poland,0,2026-08-10,30
Civic,Nordics,0,2026-08-10,40
Civic,Portugal,0,2026-08-10,30
CR-V,UK,0,2026-08-10,159
CR-V,Germany,0,2026-08-10,126
CR-V,France,0,2026-08-10,93
CR-V,Italy,0,2026-08-10,60
CR-V,Spain,0,2026-08-10,53
CR-V,Netherlands,0,2026-08-10,40
CR-V,Belgium,0,2026-08-10,33
CR-V,Poland,0,2026-08-10,30
CR-V,Nordics,0,2026-08-10,40
CR-V,Portugal,0,2026-08-10,30
HR-V,UK,0,2026-08-10,79
HR-V,Germany,0,2026-08-10,63
HR-V,France,0,2026-08-10,46
HR-V,Italy,0,2026-08-10,30
HR-V,Spain,0,2026-08-10,26
HR-V,Netherlands,0,2026-08-10,20
HR-V,Belgium,0,2026-08-10,17
HR-V,Poland,0,2026-08-10,15
HR-V,Nordics,0,2026-08-10,20
HR-V,Portugal,0,2026-08-10,15
Jazz,UK,0,2026-08-10,95
Jazz,Germany,0,2026-08-10,75
Jazz,France,0,2026-08-10,56
Jazz,Italy,0,2026-08-10,36
Jazz,Spain,0,2026-08-10,32
Jazz,Netherlands,0,2026-08-10,24
Jazz,Belgium,0,2026-08-10,20
Jazz,Poland,0,2026-08-10,18
Jazz,Nordics,0,2026-08-10,24
Jazz,Portugal,0,2026-08-10,18
e:Ny1,UK,0,2026-08-10,65
e:Ny1,Germany,0,2026-08-10,51
e:Ny1,France,0,2026-08-10,38
e:Ny1,Italy,0,2026-08-10,0
e:Ny1,Spain,0,2026-08-10,0
e:Ny1,Netherlands,0,2026-08-10,16
e:Ny1,Belgium,0,2026-08-10,14
e:Ny1,Poland,0,2026-08-10,0
e:Ny1,Nordics,0,2026-08-10,16
e:Ny1,Portugal,0,2026-08-10,0
Civic,UK,1,2026-08-17,158
Civic,Germany,1,2026-08-17,125
Civic,France,1,2026-08-17,92
Civic,Italy,1,2026-08-17,59
Civic,Spain,1,2026-08-17,53
Civic,Netherlands,1,2026-08-17,40
Civic,Belgium,1,2026-08-17,33
Civic,Poland,1,2026-08-17,30
Civic,Nordics,1,2026-08-17,40
Civic,Portugal,1,2026-08-17,30
CR-V,UK,1,2026-08-17,158
CR-V,Germany,1,2026-08-17,125
CR-V,France,1,2026-08-17,92
CR-V,Italy,1,2026-08-17,59
CR-V,Spain,1,2026-08-17,53
CR-V,Netherlands,1,2026-08-17,40
CR-V,Belgium,1,2026-08-17,33
CR-V,Poland,1,2026-08-17,30
CR-V,Nordics,1,2026-08-17,40
CR-V,Portugal,1,2026-08-17,30
HR-V,UK,1,2026-08-17,79
HR-V,Germany,1,2026-08-17,63
HR-V,France,1,2026-08-17,46
HR-V,Italy,1,2026-08-17,30
HR-V,Spain,1,2026-08-17,26
HR-V,Netherlands,1,2026-08-17,20
HR-V,Belgium,1,2026-08-17,17
HR-V,Poland,1,2026-08-17,15
HR-V,Nordics,1,2026-08-17,20
HR-V,Portugal,1,2026-08-17,15
Jazz,UK,1,2026-08-17,95
Jazz,Germany,1,2026-08-17,75
Jazz,France,1,2026-08-17,55
Jazz,Italy,1,2026-08-17,36
Jazz,Spain,1,2026-08-17,32
Jazz,Netherlands,1,2026-08-17,24
Jazz,Belgium,1,2026-08-17,20
Jazz,Poland,1,2026-08-17,18
Jazz,Nordics,1,2026-08-17,24
Jazz,Portugal,1,2026-08-17,18
e:Ny1,UK,1,2026-08-17,66
e:Ny1,Germany,1,2026-08-17,52
e:Ny1,France,1,2026-08-17,38
e:Ny1,Italy,1,2026-08-17,0
e:Ny1,Spain,1,2026-08-17,0
e:Ny1,Netherlands,1,2026-08-17,16
e:Ny1,Belgium,1,2026-08-17,14
e:Ny1,Poland,1,2026-08-17,0
e:Ny1,Nordics,1,2026-08-17,16
e:Ny1,Portugal,1,2026-08-17,0
Civic,UK,2,2026-08-24,158
Civic,Germany,2,2026-08-24,125
Civic,France,2,2026-08-24,92
Civic,Italy,2,2026-08-24,59
Civic,Spain,2,2026-08-24,53
Civic,Netherlands,2,2026-08-24,40
Civic,Belgium,2,2026-08-24,33
Civic,Poland,2,2026-08-24,30
Civic,Nordics,2,2026-08-24,40
Civic,Portugal,2,2026-08-24,30
CR-V,UK,2,2026-08-24,158
CR-V,Germany,2,2026-08-24,125
CR-V,France,2,2026-08-24,92
CR-V,Italy,2,2026-08-24,59
CR-V,Spain,2,2026-08-24,53
CR-V,Netherlands,2,2026-08-24,40
CR-V,Belgium,2,2026-08-24,33
CR-V,Poland,2,2026-08-24,30
CR-V,Nordics,2,2026-08-24,40
CR-V,Portugal,2,2026-08-24,30
HR-V,UK,2,2026-08-24,79
HR-V,Germany,2,2026-08-24,63
HR-V,France,2,2026-08-24,46
HR-V,Italy,2,2026-08-24,30
HR-V,Spain,2,2026-08-24,26
HR-V,Netherlands,2,2026-08-24,20
HR-V,Belgium,2,2026-08-24,16
HR-V,Poland,2,2026-08-24,15
HR-V,Nordics,2,2026-08-24,20
HR-V,Portugal,2,2026-08-24,15
Jazz,UK,2,2026-08-24,95
Jazz,Germany,2,2026-08-24,75
Jazz,France,2,2026-08-24,55
Jazz,Italy,2,2026-08-24,36
Jazz,Spain,2,2026-08-24,32
Jazz,Netherlands,2,2026-08-24,24
Jazz,Belgium,2,2026-08-24,20
Jazz,Poland,2,2026-08-24,18
Jazz,Nordics,2,2026-08-24,24
Jazz,Portugal,2,2026-08-24,18
e:Ny1,UK,2,2026-08-24,67
e:Ny1,Germany,2,2026-08-24,53
e:Ny1,France,2,2026-08-24,39
e:Ny1,Italy,2,2026-08-24,0
e:Ny1,Spain,2,2026-08-24,0
e:Ny1,Netherlands,2,2026-08-24,17
e:Ny1,Belgium,2,2026-08-24,14
e:Ny1,Poland,2,2026-08-24,0
e:Ny1,Nordics,2,2026-08-24,17
e:Ny1,Portugal,2,2026-08-24,0
Civic,UK,3,2026-08-31,158
Civic,Germany,3,2026-08-31,125
Civic,France,3,2026-08-31,92
Civic,Italy,3,2026-08-31,59
Civic,Spain,3,2026-08-31,53
Civic,Netherlands,3,2026-08-31,40
Civic,Belgium,3,2026-08-31,33
Civic,Poland,3,2026-08-31,30
Civic,Nordics,3,2026-08-31,40
Civic,Portugal,3,2026-08-31,30
CR-V,UK,3,2026-08-31,158
CR-V,Germany,3,2026-08-31,125
CR-V,France,3,2026-08-31,92
CR-V,Italy,3,2026-08-31,59
CR-V,Spain,3,2026-08-31,53
CR-V,Netherlands,3,2026-08-31,40
CR-V,Belgium,3,2026-08-31,33
CR-V,Poland,3,2026-08-31,30
CR-V,Nordics,3,2026-08-31,40
CR-V,Portugal,3,2026-08-31,30
HR-V,UK,3,2026-08-31,79
HR-V,Germany,3,2026-08-31,63
HR-V,France,3,2026-08-31,46
HR-V,Italy,3,2026-08-31,30
HR-V,Spain,3,2026-08-31,26
HR-V,Netherlands,3,2026-08-31,20
HR-V,Belgium,3,2026-08-31,16
HR-V,Poland,3,2026-08-31,15
HR-V,Nordics,3,2026-08-31,20
HR-V,Portugal,3,2026-08-31,15
Jazz,UK,3,2026-08-31,95
Jazz,Germany,3,2026-08-31,75
Jazz,France,3,2026-08-31,55
Jazz,Italy,3,2026-08-31,36
Jazz,Spain,3,2026-08-31,32
Jazz,Netherlands,3,2026-08-31,24
Jazz,Belgium,3,2026-08-31,20
Jazz,Poland,3,2026-08-31,18
Jazz,Nordics,3,2026-08-31,24
Jazz,Portugal,3,2026-08-31,18
e:Ny1,UK,3,2026-08-31,68
e:Ny1,Germany,3,2026-08-31,54
e:Ny1,France,3,2026-08-31,39
e:Ny1,Italy,3,2026-08-31,0
e:Ny1,Spain,3,2026-08-31,0
e:Ny1,Netherlands,3,2026-08-31,17
e:Ny1,Belgium,3,2026-08-31,14
e:Ny1,Poland,3,2026-08-31,0
e:Ny1,Nordics,3,2026-08-31,17
e:Ny1,Portugal,3,2026-08-31,0
Civic,UK,4,2026-09-07,229
Civic,Germany,4,2026-09-07,125
Civic,France,4,2026-09-07,92
Civic,Italy,4,2026-09-07,59
Civic,Spain,4,2026-09-07,53
Civic,Netherlands,4,2026-09-07,39
Civic,Belgium,4,2026-09-07,33
Civic,Poland,4,2026-09-07,30
Civic,Nordics,4,2026-09-07,39
Civic,Portugal,4,2026-09-07,30
CR-V,UK,4,2026-09-07,229
CR-V,Germany,4,2026-09-07,125
CR-V,France,4,2026-09-07,92
CR-V,Italy,4,2026-09-07,59
CR-V,Spain,4,2026-09-07,53
CR-V,Netherlands,4,2026-09-07,39
CR-V,Belgium,4,2026-09-07,33
CR-V,Poland,4,2026-09-07,30
CR-V,Nordics,4,2026-09-07,39
CR-V,Portugal,4,2026-09-07,30
HR-V,UK,4,2026-09-07,114
HR-V,Germany,4,2026-09-07,62
HR-V,France,4,2026-09-07,46
HR-V,Italy,4,2026-09-07,30
HR-V,Spain,4,2026-09-07,26
HR-V,Netherlands,4,2026-09-07,20
HR-V,Belgium,4,2026-09-07,16
HR-V,Poland,4,2026-09-07,15
HR-V,Nordics,4,2026-09-07,20
HR-V,Portugal,4,2026-09-07,15
Jazz,UK,4,2026-09-07,137
Jazz,Germany,4,2026-09-07,75
Jazz,France,4,2026-09-07,55
Jazz,Italy,4,2026-09-07,36
Jazz,Spain,4,2026-09-07,32
Jazz,Netherlands,4,2026-09-07,24
Jazz,Belgium,4,2026-09-07,20
Jazz,Poland,4,2026-09-07,18
Jazz,Nordics,4,2026-09-07,24
Jazz,Portugal,4,2026-09-07,18
e:Ny1,UK,4,2026-09-07,99
e:Ny1,Germany,4,2026-09-07,54
e:Ny1,France,4,2026-09-07,40
e:Ny1,Italy,4,2026-09-07,0
e:Ny1,Spain,4,2026-09-07,0
e:Ny1,Netherlands,4,2026-09-07,17
e:Ny1,Belgium,4,2026-09-07,14
e:Ny1,Poland,4,2026-09-07,0
e:Ny1,Nordics,4,2026-09-07,17
e:Ny1,Portugal,4,2026-09-07,0
Civic,UK,5,2026-09-14,229
Civic,Germany,5,2026-09-14,125
Civic,France,5,2026-09-14,92
Civic,Italy,5,2026-09-14,59
Civic,Spain,5,2026-09-14,53
Civic,Netherlands,5,2026-09-14,39
Civic,Belgium,5,2026-09-14,33
Civic,Poland,5,2026-09-14,30
Civic,Nordics,5,2026-09-14,39
Civic,Portugal,5,2026-09-14,30
CR-V,UK,5,2026-09-14,229
CR-V,Germany,5,2026-09-14,125
CR-V,France,5,2026-09-14,92
CR-V,Italy,5,2026-09-14,59
CR-V,Spain,5,2026-09-14,53
CR-V,Netherlands,5,2026-09-14,39
CR-V,Belgium,5,2026-09-14,33
CR-V,Poland,5,2026-09-14,30
CR-V,Nordics,5,2026-09-14,39
CR-V,Portugal,5,2026-09-14,30
HR-V,UK,5,2026-09-14,114
HR-V,Germany,5,2026-09-14,62
HR-V,France,5,2026-09-14,46
HR-V,Italy,5,2026-09-14,30
HR-V,Spain,5,2026-09-14,26
HR-V,Netherlands,5,2026-09-14,20
HR-V,Belgium,5,2026-09-14,16
HR-V,Poland,5,2026-09-14,15
HR-V,Nordics,5,2026-09-14,20
HR-V,Portugal,5,2026-09-14,15
Jazz,UK,5,2026-09-14,137
Jazz,Germany,5,2026-09-14,75
Jazz,France,5,2026-09-14,55
Jazz,Italy,5,2026-09-14,35
Jazz,Spain,5,2026-09-14,32
Jazz,Netherlands,5,2026-09-14,24
Jazz,Belgium,5,2026-09-14,20
Jazz,Poland,5,2026-09-14,18
Jazz,Nordics,5,2026-09-14,24
Jazz,Portugal,5,2026-09-14,18
e:Ny1,UK,5,2026-09-14,101
e:Ny1,Germany,5,2026-09-14,55
e:Ny1,France,5,2026-09-14,40
e:Ny1,Italy,5,2026-09-14,0
e:Ny1,Spain,5,2026-09-14,0
e:Ny1,Netherlands,5,2026-09-14,17
e:Ny1,Belgium,5,2026-09-14,14
e:Ny1,Poland,5,2026-09-14,0
e:Ny1,Nordics,5,2026-09-14,17
e:Ny1,Portugal,5,2026-09-14,0
Civic,UK,6,2026-09-21,228
Civic,Germany,6,2026-09-21,125
Civic,France,6,2026-09-21,92
Civic,Italy,6,2026-09-21,59
Civic,Spain,6,2026-09-21,52
Civic,Netherlands,6,2026-09-21,39
Civic,Belgium,6,2026-09-21,33
Civic,Poland,6,2026-09-21,30
Civic,Nordics,6,2026-09-21,39
Civic,Portugal,6,2026-09-21,30
CR-V,UK,6,2026-09-21,228
CR-V,Germany,6,2026-09-21,125
CR-V,France,6,2026-09-21,92
CR-V,Italy,6,2026-09-21,59
CR-V,Spain,6,2026-09-21,52
CR-V,Netherlands,6,2026-09-21,39
CR-V,Belgium,6,2026-09-21,33
CR-V,Poland,6,2026-09-21,30
CR-V,Nordics,6,2026-09-21,39
CR-V,Portugal,6,2026-09-21,30
HR-V,UK,6,2026-09-21,114
HR-V,Germany,6,2026-09-21,62
HR-V,France,6,2026-09-21,46
HR-V,Italy,6,2026-09-21,30
HR-V,Spain,6,2026-09-21,26
HR-V,Netherlands,6,2026-09-21,20
HR-V,Belgium,6,2026-09-21,16
HR-V,Poland,6,2026-09-21,15
HR-V,Nordics,6,2026-09-21,20
HR-V,Portugal,6,2026-09-21,15
Jazz,UK,6,2026-09-21,137
Jazz,Germany,6,2026-09-21,75
Jazz,France,6,2026-09-21,55
Jazz,Italy,6,2026-09-21,35
Jazz,Spain,6,2026-09-21,31
Jazz,Netherlands,6,2026-09-21,24
Jazz,Belgium,6,2026-09-21,20
Jazz,Poland,6,2026-09-21,18
Jazz,Nordics,6,2026-09-21,24
Jazz,Portugal,6,2026-09-21,18
e:Ny1,UK,6,2026-09-21,102
e:Ny1,Germany,6,2026-09-21,56
e:Ny1,France,6,2026-09-21,41
e:Ny1,Italy,6,2026-09-21,0
e:Ny1,Spain,6,2026-09-21,0
e:Ny1,Netherlands,6,2026-09-21,18
e:Ny1,Belgium,6,2026-09-21,15
e:Ny1,Poland,6,2026-09-21,0
e:Ny1,Nordics,6,2026-09-21,18
e:Ny1,Portugal,6,2026-09-21,0
Civic,UK,7,2026-09-28,228
Civic,Germany,7,2026-09-28,124
Civic,France,7,2026-09-28,92
Civic,Italy,7,2026-09-28,59
Civic,Spain,7,2026-09-28,52
Civic,Netherlands,7,2026-09-28,39
Civic,Belgium,7,2026-09-28,33
Civic,Poland,7,2026-09-28,29
Civic,Nordics,7,2026-09-28,39
Civic,Portugal,7,2026-09-28,29
CR-V,UK,7,2026-09-28,228
CR-V,Germany,7,2026-09-28,124
CR-V,France,7,2026-09-28,92
CR-V,Italy,7,2026-09-28,59
CR-V,Spain,7,2026-09-28,52
CR-V,Netherlands,7,2026-09-28,39
CR-V,Belgium,7,2026-09-28,33
CR-V,Poland,7,2026-09-28,29
CR-V,Nordics,7,2026-09-28,39
CR-V,Portugal,7,2026-09-28,29
HR-V,UK,7,2026-09-28,114
HR-V,Germany,7,2026-09-28,62
HR-V,France,7,2026-09-28,46
HR-V,Italy,7,2026-09-28,29
HR-V,Spain,7,2026-09-28,26
HR-V,Netherlands,7,2026-09-28,20
HR-V,Belgium,7,2026-09-28,16
HR-V,Poland,7,2026-09-28,15
HR-V,Nordics,7,2026-09-28,20
HR-V,Portugal,7,2026-09-28,15
Jazz,UK,7,2026-09-28,137
Jazz,Germany,7,2026-09-28,75
Jazz,France,7,2026-09-28,55
Jazz,Italy,7,2026-09-28,35
Jazz,Spain,7,2026-09-28,31
Jazz,Netherlands,7,2026-09-28,24
Jazz,Belgium,7,2026-09-28,20
Jazz,Poland,7,2026-09-28,18
Jazz,Nordics,7,2026-09-28,24
Jazz,Portugal,7,2026-09-28,18
e:Ny1,UK,7,2026-09-28,103
e:Ny1,Germany,7,2026-09-28,56
e:Ny1,France,7,2026-09-28,41
e:Ny1,Italy,7,2026-09-28,0
e:Ny1,Spain,7,2026-09-28,0
e:Ny1,Netherlands,7,2026-09-28,18
e:Ny1,Belgium,7,2026-09-28,15
e:Ny1,Poland,7,2026-09-28,0
e:Ny1,Nordics,7,2026-09-28,18
e:Ny1,Portugal,7,2026-09-28,0
Civic,UK,8,2026-10-05,157
Civic,Germany,8,2026-10-05,124
Civic,France,8,2026-10-05,92
Civic,Italy,8,2026-10-05,59
Civic,Spain,8,2026-10-05,52
Civic,Netherlands,8,2026-10-05,39
Civic,Belgium,8,2026-10-05,33
Civic,Poland,8,2026-10-05,29
Civic,Nordics,8,2026-10-05,39
Civic,Portugal,8,2026-10-05,29
CR-V,UK,8,2026-10-05,157
CR-V,Germany,8,2026-10-05,124
CR-V,France,8,2026-10-05,92
CR-V,Italy,8,2026-10-05,59
CR-V,Spain,8,2026-10-05,52
CR-V,Netherlands,8,2026-10-05,39
CR-V,Belgium,8,2026-10-05,33
CR-V,Poland,8,2026-10-05,29
CR-V,Nordics,8,2026-10-05,39
CR-V,Portugal,8,2026-10-05,29
HR-V,UK,8,2026-10-05,79
HR-V,Germany,8,2026-10-05,62
HR-V,France,8,2026-10-05,46
HR-V,Italy,8,2026-10-05,29
HR-V,Spain,8,2026-10-05,26
HR-V,Netherlands,8,2026-10-05,20
HR-V,Belgium,8,2026-10-05,16
HR-V,Poland,8,2026-10-05,15
HR-V,Nordics,8,2026-10-05,20
HR-V,Portugal,8,2026-10-05,15
Jazz,UK,8,2026-10-05,94
Jazz,Germany,8,2026-10-05,75
Jazz,France,8,2026-10-05,55
Jazz,Italy,8,2026-10-05,35
Jazz,Spain,8,2026-10-05,31
Jazz,Netherlands,8,2026-10-05,24
Jazz,Belgium,8,2026-10-05,20
Jazz,Poland,8,2026-10-05,18
Jazz,Nordics,8,2026-10-05,24
Jazz,Portugal,8,2026-10-05,18
e:Ny1,UK,8,2026-10-05,72
e:Ny1,Germany,8,2026-10-05,57
e:Ny1,France,8,2026-10-05,42
e:Ny1,Italy,8,2026-10-05,0
e:Ny1,Spain,8,2026-10-05,0
e:Ny1,Netherlands,8,2026-10-05,18
e:Ny1,Belgium,8,2026-10-05,15
e:Ny1,Poland,8,2026-10-05,0
e:Ny1,Nordics,8,2026-10-05,18
e:Ny1,Portugal,8,2026-10-05,0
Civic,UK,9,2026-10-12,157
Civic,Germany,9,2026-10-12,124
Civic,France,9,2026-10-12,91
Civic,Italy,9,2026-10-12,59
Civic,Spain,9,2026-10-12,52
Civic,Netherlands,9,2026-10-12,39
Civic,Belgium,9,2026-10-12,33
Civic,Poland,9,2026-10-12,29
Civic,Nordics,9,2026-10-12,39
Civic,Portugal,9,2026-10-12,29
CR-V,UK,9,2026-10-12,157
CR-V,Germany,9,2026-10-12,124
CR-V,France,9,2026-10-12,91
CR-V,Italy,9,2026-10-12,59
CR-V,Spain,9,2026-10-12,52
CR-V,Netherlands,9,2026-10-12,39
CR-V,Belgium,9,2026-10-12,33
CR-V,Poland,9,2026-10-12,29
CR-V,Nordics,9,2026-10-12,39
CR-V,Portugal,9,2026-10-12,29
HR-V,UK,9,2026-10-12,78
HR-V,Germany,9,2026-10-12,62
HR-V,France,9,2026-10-12,46
HR-V,Italy,9,2026-10-12,29
HR-V,Spain,9,2026-10-12,26
HR-V,Netherlands,9,2026-10-12,20
HR-V,Belgium,9,2026-10-12,16
HR-V,Poland,9,2026-10-12,15
HR-V,Nordics,9,2026-10-12,20
HR-V,Portugal,9,2026-10-12,15
Jazz,UK,9,2026-10-12,94
Jazz,Germany,9,2026-10-12,74
Jazz,France,9,2026-10-12,55
Jazz,Italy,9,2026-10-12,35
Jazz,Spain,9,2026-10-12,31
Jazz,Netherlands,9,2026-10-12,24
Jazz,Belgium,9,2026-10-12,20
Jazz,Poland,9,2026-10-12,18
Jazz,Nordics,9,2026-10-12,24
Jazz,Portugal,9,2026-10-12,18
e:Ny1,UK,9,2026-10-12,73
e:Ny1,Germany,9,2026-10-12,58
e:Ny1,France,9,2026-10-12,42
e:Ny1,Italy,9,2026-10-12,0
e:Ny1,Spain,9,2026-10-12,0
e:Ny1,Netherlands,9,2026-10-12,18
e:Ny1,Belgium,9,2026-10-12,15
e:Ny1,Poland,9,2026-10-12,0
e:Ny1,Nordics,9,2026-10-12,18
e:Ny1,Portugal,9,2026-10-12,0
Civic,UK,10,2026-10-19,157
Civic,Germany,10,2026-10-19,124
Civic,France,10,2026-10-19,91
Civic,Italy,10,2026-10-19,59
Civic,Spain,10,2026-10-19,52
Civic,Netherlands,10,2026-10-19,39
Civic,Belgium,10,2026-10-19,33
Civic,Poland,10,2026-10-19,29
Civic,Nordics,10,2026-10-19,39
Civic,Portugal,10,2026-10-19,29
CR-V,UK,10,2026-10-19,157
CR-V,Germany,10,2026-10-19,124
CR-V,France,10,2026-10-19,91
CR-V,Italy,10,2026-10-19,59
CR-V,Spain,10,2026-10-19,52
CR-V,Netherlands,10,2026-10-19,39
CR-V,Belgium,10,2026-10-19,33
CR-V,Poland,10,2026-10-19,29
CR-V,Nordics,10,2026-10-19,39
CR-V,Portugal,10,2026-10-19,29
HR-V,UK,10,2026-10-19,78
HR-V,Germany,10,2026-10-19,62
HR-V,France,10,2026-10-19,46
HR-V,Italy,10,2026-10-19,29
HR-V,Spain,10,2026-10-19,26
HR-V,Netherlands,10,2026-10-19,20
HR-V,Belgium,10,2026-10-19,16
HR-V,Poland,10,2026-10-19,15
HR-V,Nordics,10,2026-10-19,20
HR-V,Portugal,10,2026-10-19,15
Jazz,UK,10,2026-10-19,94
Jazz,Germany,10,2026-10-19,74
Jazz,France,10,2026-10-19,55
Jazz,Italy,10,2026-10-19,35
Jazz,Spain,10,2026-10-19,31
Jazz,Netherlands,10,2026-10-19,23
Jazz,Belgium,10,2026-10-19,20
Jazz,Poland,10,2026-10-19,18
Jazz,Nordics,10,2026-10-19,23
Jazz,Portugal,10,2026-10-19,18
e:Ny1,UK,10,2026-10-19,74
e:Ny1,Germany,10,2026-10-19,58
e:Ny1,France,10,2026-10-19,43
e:Ny1,Italy,10,2026-10-19,0
e:Ny1,Spain,10,2026-10-19,0
e:Ny1,Netherlands,10,2026-10-19,18
e:Ny1,Belgium,10,2026-10-19,15
e:Ny1,Poland,10,2026-10-19,0
e:Ny1,Nordics,10,2026-10-19,18
e:Ny1,Portugal,10,2026-10-19,0
Civic,UK,11,2026-10-26,156
Civic,Germany,11,2026-10-26,124
Civic,France,11,2026-10-26,91
Civic,Italy,11,2026-10-26,59
Civic,Spain,11,2026-10-26,52
Civic,Netherlands,11,2026-10-26,39
Civic,Belgium,11,2026-10-26,33
Civic,Poland,11,2026-10-26,29
Civic,Nordics,11,2026-10-26,39
Civic,Portugal,11,2026-10-26,29
CR-V,UK,11,2026-10-26,156
CR-V,Germany,11,2026-10-26,124
CR-V,France,11,2026-10-26,91
CR-V,Italy,11,2026-10-26,59
CR-V,Spain,11,2026-10-26,52
CR-V,Netherlands,11,2026-10-26,39
CR-V,Belgium,11,2026-10-26,33
CR-V,Poland,11,2026-10-26,29
CR-V,Nordics,11,2026-10-26,39
CR-V,Portugal,11,2026-10-26,29
HR-V,UK,11,2026-10-26,78
HR-V,Germany,11,2026-10-26,62
HR-V,France,11,2026-10-26,46
HR-V,Italy,11,2026-10-26,29
HR-V,Spain,11,2026-10-26,26
HR-V,Netherlands,11,2026-10-26,20
HR-V,Belgium,11,2026-10-26,16
HR-V,Poland,11,2026-10-26,15
HR-V,Nordics,11,2026-10-26,20
HR-V,Portugal,11,2026-10-26,15
Jazz,UK,11,2026-10-26,94
Jazz,Germany,11,2026-10-26,74
Jazz,France,11,2026-10-26,55
Jazz,Italy,11,2026-10-26,35
Jazz,Spain,11,2026-10-26,31
Jazz,Netherlands,11,2026-10-26,23
Jazz,Belgium,11,2026-10-26,20
Jazz,Poland,11,2026-10-26,18
Jazz,Nordics,11,2026-10-26,23
Jazz,Portugal,11,2026-10-26,18
e:Ny1,UK,11,2026-10-26,75
e:Ny1,Germany,11,2026-10-26,59
e:Ny1,France,11,2026-10-26,43
e:Ny1,Italy,11,2026-10-26,0
e:Ny1,Spain,11,2026-10-26,0
e:Ny1,Netherlands,11,2026-10-26,19
e:Ny1,Belgium,11,2026-10-26,16
e:Ny1,Poland,11,2026-10-26,0
e:Ny1,Nordics,11,2026-10-26,19
e:Ny1,Portugal,11,2026-10-26,0
Civic,UK,12,2026-11-02,156
Civic,Germany,12,2026-11-02,124
Civic,France,12,2026-11-02,91
Civic,Italy,12,2026-11-02,59
Civic,Spain,12,2026-11-02,52
Civic,Netherlands,12,2026-11-02,39
Civic,Belgium,12,2026-11-02,33
Civic,Poland,12,2026-11-02,29
Civic,Nordics,12,2026-11-02,39
Civic,Portugal,12,2026-11-02,29
CR-V,UK,12,2026-11-02,156
CR-V,Germany,12,2026-11-02,124
CR-V,France,12,2026-11-02,91
CR-V,Italy,12,2026-11-02,59
CR-V,Spain,12,2026-11-02,52
CR-V,Netherlands,12,2026-11-02,39
CR-V,Belgium,12,2026-11-02,33
CR-V,Poland,12,2026-11-02,29
CR-V,Nordics,12,2026-11-02,39
CR-V,Portugal,12,2026-11-02,29
HR-V,UK,12,2026-11-02,78
HR-V,Germany,12,2026-11-02,62
HR-V,France,12,2026-11-02,46
HR-V,Italy,12,2026-11-02,29
HR-V,Spain,12,2026-11-02,26
HR-V,Netherlands,12,2026-11-02,20
HR-V,Belgium,12,2026-11-02,16
HR-V,Poland,12,2026-11-02,15
HR-V,Nordics,12,2026-11-02,20
HR-V,Portugal,12,2026-11-02,15
Jazz,UK,12,2026-11-02,94
Jazz,Germany,12,2026-11-02,74
Jazz,France,12,2026-11-02,55
Jazz,Italy,12,2026-11-02,35
Jazz,Spain,12,2026-11-02,31
Jazz,Netherlands,12,2026-11-02,23
Jazz,Belgium,12,2026-11-02,20
Jazz,Poland,12,2026-11-02,18
Jazz,Nordics,12,2026-11-02,23
Jazz,Portugal,12,2026-11-02,18
e:Ny1,UK,12,2026-11-02,75
e:Ny1,Germany,12,2026-11-02,60
e:Ny1,France,12,2026-11-02,44
e:Ny1,Italy,12,2026-11-02,0
e:Ny1,Spain,12,2026-11-02,0
e:Ny1,Netherlands,12,2026-11-02,19
e:Ny1,Belgium,12,2026-11-02,16
e:Ny1,Poland,12,2026-11-02,0
e:Ny1,Nordics,12,2026-11-02,19
e:Ny1,Portugal,12,2026-11-02,0
Civic,UK,13,2026-11-09,156
Civic,Germany,13,2026-11-09,123
Civic,France,13,2026-11-09,91
Civic,Italy,13,2026-11-09,58
Civic,Spain,13,2026-11-09,52
Civic,Netherlands,13,2026-11-09,39
Civic,Belgium,13,2026-11-09,32
Civic,Poland,13,2026-11-09,29
Civic,Nordics,13,2026-11-09,39
Civic,Portugal,13,2026-11-09,29
CR-V,UK,13,2026-11-09,156
CR-V,Germany,13,2026-11-09,123
CR-V,France,13,2026-11-09,91
CR-V,Italy,13,2026-11-09,58
CR-V,Spain,13,2026-11-09,52
CR-V,Netherlands,13,2026-11-09,39
CR-V,Belgium,13,2026-11-09,32
CR-V,Poland,13,2026-11-09,29
CR-V,Nordics,13,2026-11-09,39
CR-V,Portugal,13,2026-11-09,29
HR-V,UK,13,2026-11-09,78
HR-V,Germany,13,2026-11-09,62
HR-V,France,13,2026-11-09,45
HR-V,Italy,13,2026-11-09,29
HR-V,Spain,13,2026-11-09,26
HR-V,Netherlands,13,2026-11-09,19
HR-V,Belgium,13,2026-11-09,16
HR-V,Poland,13,2026-11-09,15
HR-V,Nordics,13,2026-11-09,19
HR-V,Portugal,13,2026-11-09,15
Jazz,UK,13,2026-11-09,94
Jazz,Germany,13,2026-11-09,74
Jazz,France,13,2026-11-09,55
Jazz,Italy,13,2026-11-09,35
Jazz,Spain,13,2026-11-09,31
Jazz,Netherlands,13,2026-11-09,23
Jazz,Belgium,13,2026-11-09,19
Jazz,Poland,13,2026-11-09,18
Jazz,Nordics,13,2026-11-09,23
Jazz,Portugal,13,2026-11-09,18
